RequestID,MachineID,Plant,CreatedDate,StartDate,EndDate,Category,Priority,Technician,DowntimeHours,Cost,Status
R-00711,M-032,Plant B,2024-04-14 18:18:00,2024-04-16 20:18:00,2024-04-17 07:18:00,Corrective,Low,Jordan,4.01,2972.46,Closed
R-00712,M-045,Plant A,2024-05-16 11:20:00,2024-05-17 20:20:00,2024-05-18 00:20:00,Preventive,Low,Casey,0.08,672.08,Closed
R-00713,M-029,Plant B,2025-01-26 17:26:00,2025-01-26 20:26:00,2025-01-27 03:26:00,Corrective,High,Alex,5.49,2091.04,Closed
R-00714,M-004,Plant B,2024-05-20 12:47:00,2024-05-20 15:47:00,2024-05-21 08:47:00,Corrective,High,Riley,0.0,4006.73,Closed
R-00715,M-029,Plant B,2024-12-02 04:34:00,2024-12-02 21:34:00,2024-12-03 00:34:00,Preventive,Medium,Alex,1.71,450.49,Closed
R-00716,M-014,Plant B,2025-07-06 01:50:00,2025-07-07 00:50:00,2025-07-07 17:50:00,Corrective,Medium,Taylor,12.44,2864.66,Closed
R-00717,M-029,Plant B,2025-10-06 00:12:00,2025-10-07 00:12:00,2025-10-07 02:12:00,Preventive,Medium,Taylor,2.62,484.59,Closed
R-00718,M-060,Plant B,2024-07-28 08:03:00,2024-07-28 17:03:00,2024-07-29 01:03:00,Corrective,Medium,Jamie,8.92,1783.25,Closed
R-00719,M-039,Plant B,2024-09-11 10:20:00,2024-09-12 05:20:00,2024-09-12 10:20:00,Preventive,Medium,Taylor,0.69,698.96,Closed
R-00720,M-040,Plant B,2025-03-19 05:19:00,2025-03-21 23:19:00,2025-03-22 04:19:00,Corrective,Low,Alex,9.14,1792.8,Closed
R-00721,M-010,Plant B,2025-07-20 05:59:00,2025-07-20 21:59:00,2025-07-21 04:59:00,Preventive,Medium,Jamie,1.99,937.93,Closed
R-00722,M-010,Plant B,2024-07-13 00:08:00,2024-07-13 16:08:00,2024-07-13 22:08:00,Preventive,Medium,Casey,1.74,956.76,Closed
R-00723,M-024,Plant A,2025-01-28 16:42:00,2025-01-31 14:42:00,2025-01-31 17:42:00,Preventive,Low,Sam,2.04,577.55,Closed
R-00724,M-017,Plant B,2024-12-22 17:23:00,2024-12-23 17:23:00,2024-12-24 07:23:00,Corrective,Medium,Casey,5.02,2155.75,Closed
R-00725,M-031,Plant A,2024-02-05 12:20:00,2024-02-06 11:20:00,2024-02-06 18:20:00,Corrective,Medium,Jordan,6.09,2042.19,Closed
R-00726,M-011,Plant A,2024-01-13 03:59:00,2024-01-14 01:59:00,2024-01-14 08:59:00,Corrective,Medium,Riley,11.26,2679.22,Closed
R-00727,M-057,Plant A,2025-03-09 05:39:00,2025-03-10 02:39:00,2025-03-10 19:39:00,Corrective,Medium,Morgan,4.53,3338.32,Closed
R-00728,M-047,Plant B,2024-04-01 03:43:00,2024-04-03 14:43:00,2024-04-03 21:43:00,Corrective,Low,Casey,9.85,1621.07,Closed
R-00729,M-020,Plant A,2024-01-07 05:44:00,2024-01-07 11:44:00,2024-01-08 05:44:00,Corrective,High,Sam,7.85,3437.15,Closed
R-00730,M-013,Plant A,2025-05-13 06:12:00,2025-05-13 08:12:00,2025-05-13 21:12:00,Corrective,High,Taylor,9.4,2051.14,Closed
R-00731,M-058,Plant B,2025-02-22 15:02:00,2025-02-23 04:02:00,2025-02-23 18:02:00,Corrective,Medium,Jordan,5.39,2807.18,Closed
R-00732,M-031,Plant A,2025-05-11 22:57:00,2025-05-11 22:57:00,2025-05-12 01:57:00,Corrective,High,Morgan,9.61,1459.62,Closed
R-00733,M-001,Plant A,2025-01-19 20:34:00,2025-01-22 08:34:00,2025-01-22 23:34:00,Corrective,Low,Morgan,2.52,3383.69,Closed
R-00734,M-021,Plant B,2024-09-02 12:19:00,2024-09-03 02:19:00,2024-09-03 07:19:00,Corrective,Medium,Alex,7.65,1569.19,Closed
R-00735,M-045,Plant A,2025-02-15 04:44:00,2025-02-15 07:44:00,2025-02-15 16:44:00,Preventive,High,Morgan,2.32,1167.86,Closed
R-00736,M-001,Plant A,2025-10-15 10:59:00,2025-10-16 04:59:00,2025-10-16 11:59:00,Preventive,Medium,Alex,0.62,865.01,Closed
R-00737,M-040,Plant B,2024-03-24 11:53:00,2024-03-25 17:53:00,2024-03-25 22:53:00,Preventive,Low,Jamie,1.02,740.33,Closed
R-00738,M-051,Plant B,2025-05-31 01:05:00,2025-05-31 23:05:00,2025-06-01 03:05:00,Preventive,Low,Morgan,0.0,587.53,Closed
R-00739,M-035,Plant B,2024-09-03 08:18:00,2024-09-05 17:18:00,2024-09-05 18:18:00,Preventive,Low,Sam,2.3,252.0,Closed
R-00740,M-018,Plant A,2024-08-13 08:47:00,2024-08-15 12:47:00,2024-08-16 05:47:00,Corrective,Low,Sam,4.47,3479.19,Closed
R-00741,M-022,Plant A,2024-08-17 19:39:00,2024-08-18 11:39:00,2024-08-19 02:39:00,Corrective,Medium,Casey,6.33,1892.81,Closed
R-00742,M-006,Plant A,2024-12-14 20:12:00,2024-12-15 04:12:00,2024-12-15 18:12:00,Corrective,Medium,Sam,7.96,2833.71,Closed
R-00743,M-001,Plant A,2024-11-14 02:06:00,2024-11-14 08:06:00,2024-11-15 02:06:00,Corrective,High,Riley,7.9,3362.58,Closed
R-00744,M-038,Plant A,2024-08-15 03:38:00,2024-08-15 11:38:00,2024-08-15 14:38:00,Preventive,Medium,Jamie,1.29,496.43,Closed
R-00745,M-030,Plant A,2024-05-30 20:31:00,2024-05-31 09:31:00,2024-05-31 15:31:00,Preventive,Medium,Alex,1.22,799.46,Closed
R-00746,M-041,Plant B,2024-08-08 16:53:00,2024-08-11 08:53:00,2024-08-11 14:53:00,Preventive,Low,Alex,3.42,986.88,Closed
R-00747,M-060,Plant B,2024-08-18 23:54:00,2024-08-20 06:54:00,2024-08-20 13:54:00,Corrective,Low,Jordan,2.53,2033.66,Closed
R-00748,M-023,Plant A,2025-02-04 13:20:00,2025-02-05 10:20:00,2025-02-05 11:20:00,Preventive,Medium,Morgan,1.23,228.63,Closed
R-00749,M-051,Plant B,2025-08-17 01:50:00,2025-08-17 23:50:00,2025-08-18 14:50:00,Corrective,Medium,Jamie,0.0,2163.84,Closed
R-00750,M-052,Plant B,2024-07-19 22:13:00,2024-07-20 14:13:00,2024-07-20 17:13:00,Preventive,Medium,Sam,1.73,571.82,Closed
R-00751,M-060,Plant B,2024-02-27 03:16:00,2024-02-27 23:16:00,2024-02-28 05:16:00,Preventive,Medium,Alex,0.98,801.74,Closed
R-00752,M-016,Plant B,2024-02-04 04:03:00,2024-02-04 10:03:00,2024-02-04 13:03:00,Preventive,Medium,Jordan,1.73,456.51,Closed
R-00753,M-041,Plant B,2025-10-30 15:11:00,2025-10-30 16:11:00,2025-10-31 02:11:00,Preventive,High,Sam,2.79,1349.41,Closed
R-00754,M-018,Plant A,2025-12-11 03:13:00,2025-12-11 09:13:00,2025-12-11 16:13:00,Corrective,High,Jamie,6.75,1081.4,Closed
R-00755,M-059,Plant B,2025-07-04 06:18:00,2025-07-05 03:18:00,2025-07-05 10:18:00,Preventive,Medium,Riley,3.25,917.81,Closed
R-00756,M-053,Plant A,2025-10-29 04:14:00,2025-10-29 06:14:00,2025-10-29 16:14:00,Corrective,High,Sam,8.98,2158.94,Closed
R-00757,M-021,Plant B,2024-05-05 01:20:00,2024-05-05 02:20:00,2024-05-05 03:20:00,Preventive,High,Jordan,0.55,265.86,Closed
R-00758,M-028,Plant A,2025-11-04 00:00:00,2025-11-04 08:00:00,2025-11-04 15:00:00,Preventive,High,Morgan,1.46,911.34,Closed
R-00759,M-059,Plant B,2024-12-26 20:41:00,2024-12-26 20:41:00,2024-12-27 06:41:00,Corrective,High,Sam,7.72,1491.56,Closed
R-00760,M-036,Plant B,2024-08-09 20:11:00,2024-08-09 21:11:00,2024-08-10 02:11:00,Preventive,High,Riley,0.95,817.53,Closed
R-00761,M-026,Plant B,2025-04-12 02:50:00,2025-04-12 12:50:00,2025-04-12 21:50:00,Corrective,Medium,Jordan,5.14,1847.89,Closed
R-00762,M-043,Plant B,2025-10-25 17:27:00,2025-10-26 10:27:00,2025-10-26 15:27:00,Corrective,Medium,Jordan,3.53,1143.05,Closed
R-00763,M-018,Plant A,2024-05-07 18:08:00,2024-05-08 18:08:00,2024-05-08 22:08:00,Preventive,Medium,Sam,1.6,674.37,Closed
R-00764,M-018,Plant A,2024-01-11 03:20:00,2024-01-12 02:20:00,2024-01-12 06:20:00,Preventive,Low,Riley,0.95,683.27,Closed
R-00765,M-038,Plant A,2025-05-16 03:15:00,2025-05-16 15:15:00,2025-05-16 20:15:00,Corrective,Medium,Morgan,10.62,1578.17,Closed
R-00766,M-023,Plant A,2025-11-25 18:08:00,2025-11-26 14:08:00,2025-11-27 00:08:00,Corrective,Low,Riley,14.5,2678.38,Closed
R-00767,M-046,Plant A,2024-06-08 22:26:00,2024-06-09 22:26:00,2024-06-10 04:26:00,Preventive,Medium,Morgan,1.05,817.63,Closed
R-00768,M-029,Plant B,2024-12-28 15:59:00,2024-12-29 02:59:00,2024-12-29 07:59:00,Corrective,Medium,Riley,2.25,1429.86,Closed
R-00769,M-021,Plant B,2024-04-02 21:39:00,2024-04-03 19:39:00,2024-04-03 20:39:00,Preventive,Medium,Sam,0.99,337.8,Closed
R-00770,M-001,Plant A,2025-03-10 23:06:00,2025-03-11 19:06:00,2025-03-12 02:06:00,Corrective,Medium,Jamie,14.98,1114.69,Closed
R-00771,M-013,Plant A,2024-01-08 14:30:00,2024-01-09 13:30:00,2024-01-10 05:30:00,Corrective,Medium,Taylor,2.22,2721.37,Closed
R-00772,M-015,Plant B,2024-06-28 02:33:00,2024-06-28 02:33:00,2024-06-28 08:33:00,Preventive,High,Casey,0.0,934.99,Closed
R-00773,M-022,Plant A,2025-11-26 08:31:00,2025-11-28 02:31:00,2025-11-28 14:31:00,Corrective,Low,Sam,7.51,2481.99,Closed
R-00774,M-014,Plant B,2024-11-08 21:56:00,2024-11-10 07:56:00,2024-11-10 12:56:00,Corrective,Low,Jamie,12.37,1805.52,Closed
R-00775,M-020,Plant A,2024-12-28 03:39:00,2024-12-28 15:39:00,2024-12-28 18:39:00,Preventive,Low,Jordan,1.08,483.44,Closed
R-00776,M-010,Plant B,2025-02-24 04:13:00,2025-02-24 07:13:00,2025-02-24 23:13:00,Corrective,High,Morgan,6.08,2780.96,Closed
R-00777,M-012,Plant A,2025-07-03 09:11:00,2025-07-03 17:11:00,2025-07-04 01:11:00,Preventive,Medium,Jamie,3.57,1056.51,Closed
R-00778,M-008,Plant B,2024-07-13 09:43:00,2024-07-13 18:43:00,2024-07-13 22:43:00,Preventive,Medium,Casey,1.58,760.35,Closed
R-00779,M-018,Plant A,2024-05-01 14:22:00,2024-05-02 06:22:00,2024-05-02 20:22:00,Corrective,Medium,Jordan,7.47,1751.67,Closed
R-00780,M-010,Plant B,2024-12-18 17:04:00,2024-12-19 10:04:00,2024-12-19 16:04:00,Preventive,Medium,Alex,1.8,817.33,Closed
R-00781,M-019,Plant B,2024-10-15 16:35:00,2024-10-16 01:35:00,2024-10-16 04:35:00,Preventive,Medium,Jordan,3.61,461.84,Closed
R-00782,M-053,Plant A,2025-03-15 06:46:00,2025-03-16 05:46:00,2025-03-16 16:46:00,Corrective,Low,Sam,0.0,2457.7,Closed
R-00783,M-010,Plant B,2024-08-22 04:06:00,2024-08-22 06:06:00,2024-08-22 12:06:00,Preventive,High,Taylor,2.14,846.91,Closed
R-00784,M-045,Plant A,2025-10-10 07:53:00,2025-10-11 00:53:00,2025-10-11 02:53:00,Preventive,Medium,Alex,0.76,271.44,Closed
R-00785,M-024,Plant A,2024-10-14 11:58:00,2024-10-14 13:58:00,2024-10-14 20:58:00,Corrective,High,Alex,4.57,1480.16,Closed
R-00786,M-039,Plant B,2024-04-13 14:42:00,2024-04-14 09:42:00,2024-04-14 10:42:00,Preventive,Low,Casey,2.24,175.99,Closed
R-00787,M-036,Plant B,2024-05-13 11:18:00,2024-05-14 16:18:00,2024-05-14 21:18:00,Preventive,Low,Casey,0.0,598.51,Closed
R-00788,M-048,Plant A,2025-09-08 04:06:00,2025-09-11 03:06:00,2025-09-11 04:06:00,Preventive,Low,Taylor,2.89,401.23,Closed
R-00789,M-040,Plant B,2024-12-17 10:17:00,2024-12-18 00:17:00,2024-12-18 06:17:00,Corrective,Low,Taylor,0.51,2281.03,Closed
R-00790,M-049,Plant A,2025-07-27 11:51:00,2025-07-27 17:51:00,2025-07-28 11:51:00,Corrective,Medium,Sam,9.1,3600.37,Closed
R-00791,M-033,Plant A,2024-01-23 05:41:00,2024-01-23 10:41:00,2024-01-23 12:41:00,Corrective,Medium,Jordan,8.69,1438.64,Closed
R-00792,M-035,Plant B,2025-06-09 02:33:00,2025-06-10 15:33:00,2025-06-10 21:33:00,Preventive,Low,Riley,3.21,726.85,Closed
R-00793,M-001,Plant A,2024-06-12 19:31:00,2024-06-13 15:31:00,2024-06-13 18:31:00,Preventive,Medium,Jamie,1.27,386.64,Closed
R-00794,M-015,Plant B,2024-02-16 18:12:00,2024-02-16 22:12:00,2024-02-17 04:12:00,Preventive,High,Jordan,2.26,979.17,Closed
R-00795,M-014,Plant B,2025-07-01 03:57:00,2025-07-01 09:57:00,2025-07-01 18:57:00,Preventive,Medium,Casey,1.45,1290.99,Closed
R-00796,M-019,Plant B,2024-11-28 01:57:00,2024-11-28 04:57:00,2024-11-28 17:57:00,Corrective,High,Casey,8.13,2857.64,Closed
R-00797,M-056,Plant A,2025-08-20 03:37:00,2025-08-20 13:37:00,2025-08-21 05:37:00,Corrective,Medium,Morgan,4.78,2845.31,Closed
R-00798,M-055,Plant A,2025-02-08 05:18:00,2025-02-08 13:18:00,2025-02-08 17:18:00,Preventive,Medium,Riley,2.1,622.01,Closed
R-00799,M-030,Plant A,2024-07-08 06:00:00,2024-07-08 10:00:00,2024-07-08 12:00:00,Preventive,Medium,Jordan,2.13,307.93,Closed
R-00800,M-010,Plant B,2024-03-14 14:33:00,2024-03-15 10:33:00,2024-03-15 16:33:00,Preventive,Low,Riley,0.11,832.67,Closed
R-00801,M-025,Plant A,2025-01-28 00:42:00,2025-01-28 02:42:00,2025-01-28 05:42:00,Preventive,High,Alex,2.75,549.7,Closed
R-00802,M-001,Plant A,2024-04-18 18:30:00,2024-04-19 02:30:00,2024-04-19 18:30:00,Corrective,Medium,Sam,3.96,2422.21,Closed
R-00803,M-031,Plant A,2024-06-07 08:19:00,2024-06-07 13:19:00,2024-06-07 19:19:00,Preventive,Medium,Sam,3.17,755.02,Closed
R-00804,M-001,Plant A,2024-08-17 00:49:00,2024-08-17 11:49:00,2024-08-17 19:49:00,Preventive,Medium,Casey,2.75,1077.18,Closed
R-00805,M-046,Plant A,2024-04-25 16:47:00,2024-04-25 20:47:00,2024-04-26 03:47:00,Preventive,High,Sam,0.04,810.95,Closed
R-00806,M-003,Plant A,2025-09-11 05:09:00,2025-09-11 13:09:00,2025-09-11 18:09:00,Preventive,Medium,Jordan,3.25,711.17,Closed
R-00807,M-053,Plant A,2024-10-20 11:53:00,2024-10-20 23:53:00,2024-10-21 03:53:00,Corrective,Medium,Jamie,13.14,2219.22,Closed
R-00808,M-010,Plant B,2024-11-23 05:02:00,2024-11-23 12:02:00,2024-11-23 15:02:00,Preventive,Medium,Jamie,0.0,420.72,Closed
R-00809,M-006,Plant A,2024-11-26 04:21:00,2024-11-26 21:21:00,2024-11-27 05:21:00,Preventive,Medium,Casey,0.36,915.22,Closed
R-00810,M-042,Plant A,2024-09-08 13:04:00,2024-09-09 10:04:00,2024-09-09 14:04:00,Preventive,Medium,Jamie,0.65,471.9,Closed
R-00811,M-046,Plant A,2025-03-07 17:59:00,2025-03-08 04:59:00,2025-03-08 06:59:00,Corrective,Medium,Taylor,6.74,1541.45,Closed
R-00812,M-009,Plant A,2024-04-22 02:02:00,2024-04-22 20:02:00,2024-04-23 11:02:00,Corrective,Medium,Jordan,5.97,2071.47,Closed
R-00813,M-015,Plant B,2024-02-27 04:42:00,2024-02-27 08:42:00,2024-02-27 13:42:00,Preventive,Medium,Jordan,1.95,756.66,Closed
R-00814,M-031,Plant A,2025-08-31 05:23:00,2025-08-31 11:23:00,2025-08-31 18:23:00,Preventive,Medium,Sam,1.66,766.63,Closed
R-00815,M-012,Plant A,2025-04-26 04:46:00,2025-04-26 21:46:00,2025-04-27 11:46:00,Corrective,Medium,Morgan,7.21,2147.17,Closed
R-00816,M-010,Plant B,2024-03-02 21:55:00,2024-03-05 14:55:00,2024-03-05 17:55:00,Preventive,Low,Jordan,0.0,596.33,Closed
R-00817,M-030,Plant A,2025-07-21 08:48:00,2025-07-21 17:48:00,2025-07-22 00:48:00,Corrective,Medium,Taylor,0.0,2190.6,Closed
R-00818,M-026,Plant B,2025-09-25 01:54:00,2025-09-25 08:54:00,2025-09-25 21:54:00,Preventive,High,Sam,3.21,1657.68,Closed
R-00819,M-011,Plant A,2024-02-25 12:40:00,2024-02-25 13:40:00,2024-02-26 01:40:00,Corrective,High,Sam,5.0,1540.06,Closed
R-00820,M-039,Plant B,2024-01-12 10:33:00,2024-01-12 13:33:00,2024-01-12 22:33:00,Preventive,High,Alex,2.72,1212.79,Closed
R-00821,M-051,Plant B,2025-05-10 01:33:00,2025-05-10 01:33:00,2025-05-10 10:33:00,Preventive,High,Morgan,2.07,1233.84,Closed
R-00822,M-009,Plant A,2025-12-20 23:01:00,2025-12-21 07:01:00,2025-12-21 14:01:00,Preventive,Medium,Sam,3.07,882.79,Closed
R-00823,M-056,Plant A,2024-02-08 09:54:00,2024-02-08 20:54:00,2024-02-08 21:54:00,Preventive,Medium,Sam,0.53,164.81,Closed
R-00824,M-033,Plant A,2025-06-12 20:46:00,2025-06-14 05:46:00,2025-06-14 17:46:00,Corrective,Low,Casey,0.36,2627.99,Closed
R-00825,M-028,Plant A,2024-02-10 23:18:00,2024-02-11 01:18:00,2024-02-11 05:18:00,Preventive,High,Sam,2.76,663.72,Closed
R-00826,M-052,Plant B,2024-03-30 17:01:00,2024-03-30 23:01:00,2024-03-31 05:01:00,Preventive,Medium,Morgan,3.08,782.03,Closed
R-00827,M-005,Plant A,2024-07-02 15:43:00,2024-07-03 15:43:00,2024-07-03 17:43:00,Preventive,Medium,Morgan,2.64,369.84,Closed
R-00828,M-019,Plant B,2025-02-14 13:57:00,2025-02-16 09:57:00,2025-02-16 22:57:00,Corrective,Low,Jordan,5.18,1725.65,Closed
R-00829,M-027,Plant B,2025-06-02 15:21:00,2025-06-04 23:21:00,2025-06-05 04:21:00,Preventive,Low,Alex,1.77,711.28,Closed
R-00830,M-037,Plant B,2025-02-12 02:29:00,2025-02-13 19:29:00,2025-02-14 04:29:00,Preventive,Low,Sam,1.89,1299.13,Closed
R-00831,M-030,Plant A,2024-04-21 02:55:00,2024-04-21 08:55:00,2024-04-21 12:55:00,Preventive,High,Riley,0.75,497.02,Closed
R-00832,M-048,Plant A,2025-05-02 03:54:00,2025-05-02 10:54:00,2025-05-02 17:54:00,Preventive,High,Jordan,2.64,783.01,Closed
R-00833,M-039,Plant B,2025-01-24 02:07:00,2025-01-24 12:07:00,2025-01-24 20:07:00,Corrective,Medium,Riley,11.8,1735.1,Closed
R-00834,M-041,Plant B,2024-06-29 02:51:00,2024-06-29 20:51:00,2024-06-30 03:51:00,Preventive,Medium,Sam,1.06,885.09,Closed
R-00835,M-058,Plant B,2024-09-22 06:16:00,2024-09-22 11:16:00,2024-09-22 23:16:00,Corrective,High,Riley,1.08,2899.4,Closed
R-00836,M-045,Plant A,2025-03-23 12:06:00,2025-03-24 11:06:00,2025-03-24 14:06:00,Corrective,Medium,Alex,6.57,1781.01,Closed
R-00837,M-040,Plant B,2024-05-28 11:03:00,2024-05-31 08:03:00,2024-06-01 00:03:00,Corrective,Low,Casey,2.51,3124.26,Closed
R-00838,M-044,Plant B,2025-02-20 08:58:00,2025-02-20 10:58:00,2025-02-20 15:58:00,Corrective,High,Jamie,6.01,2010.2,Closed
R-00839,M-013,Plant A,2025-03-06 23:46:00,2025-03-07 02:46:00,2025-03-07 18:46:00,Corrective,High,Riley,9.69,2550.74,Closed
R-00840,M-020,Plant A,2024-11-10 17:08:00,2024-11-11 00:08:00,2024-11-11 18:08:00,Corrective,High,Jamie,4.93,2868.67,Closed
R-00841,M-049,Plant A,2024-12-09 03:52:00,2024-12-10 00:52:00,2024-12-10 10:52:00,Corrective,Medium,Casey,2.99,2260.44,Closed
R-00842,M-044,Plant B,2025-03-23 21:38:00,2025-03-24 04:38:00,2025-03-24 10:38:00,Preventive,Medium,Sam,1.82,789.42,Closed
R-00843,M-027,Plant B,2024-04-16 16:56:00,2024-04-17 12:56:00,2024-04-17 14:56:00,Corrective,Medium,Sam,4.96,869.71,Closed
R-00844,M-030,Plant A,2025-07-18 13:00:00,2025-07-20 03:00:00,2025-07-20 08:00:00,Preventive,Low,Sam,2.51,770.2,Closed
R-00845,M-026,Plant B,2024-01-08 12:47:00,2024-01-09 01:47:00,2024-01-09 15:47:00,Corrective,Medium,Morgan,6.46,2477.05,Closed
R-00846,M-001,Plant A,2024-01-27 05:14:00,2024-01-29 05:14:00,2024-01-29 20:14:00,Corrective,Low,Casey,14.58,2957.22,Closed
R-00847,M-026,Plant B,2024-07-16 21:02:00,2024-07-18 09:02:00,2024-07-18 18:02:00,Corrective,Low,Riley,9.98,2051.57,Closed
R-00848,M-007,Plant B,2025-12-28 04:18:00,2025-12-29 01:18:00,2025-12-29 13:18:00,Corrective,Medium,Riley,3.27,1505.42,Closed
R-00849,M-002,Plant A,2025-03-23 00:23:00,2025-03-23 06:23:00,2025-03-23 20:23:00,Corrective,Medium,Alex,5.9,2610.34,Closed
R-00850,M-041,Plant B,2025-01-01 06:22:00,2025-01-03 23:22:00,2025-01-04 00:22:00,Preventive,Low,Morgan,0.97,364.6,Closed
R-00851,M-051,Plant B,2025-01-22 08:53:00,2025-01-23 08:53:00,2025-01-23 13:53:00,Corrective,Medium,Jordan,0.79,884.25,Closed
R-00852,M-019,Plant B,2024-09-25 06:09:00,2024-09-25 22:09:00,2024-09-26 02:09:00,Preventive,Medium,Casey,1.84,580.3,Closed
R-00853,M-032,Plant B,2025-10-02 02:36:00,2025-10-02 11:36:00,2025-10-02 14:36:00,Preventive,Medium,Casey,2.71,510.42,Closed
R-00854,M-055,Plant A,2024-02-02 04:00:00,2024-02-03 02:00:00,2024-02-03 19:00:00,Corrective,Low,Jamie,2.66,2493.77,Closed
R-00855,M-008,Plant B,2024-07-16 20:41:00,2024-07-16 23:41:00,2024-07-17 02:41:00,Preventive,High,Jordan,1.77,578.91,Closed
R-00856,M-009,Plant A,2024-10-01 09:20:00,2024-10-02 15:20:00,2024-10-03 06:20:00,Corrective,Low,Casey,7.28,3159.95,Closed
R-00857,M-028,Plant A,2025-06-08 13:39:00,2025-06-09 05:39:00,2025-06-09 16:39:00,Corrective,Medium,Taylor,8.71,2462.86,Closed
R-00858,M-057,Plant A,2025-04-01 14:27:00,2025-04-02 13:27:00,2025-04-03 04:27:00,Corrective,Medium,Casey,0.0,2538.92,Closed
R-00859,M-024,Plant A,2025-10-09 02:11:00,2025-10-11 04:11:00,2025-10-11 13:11:00,Preventive,Low,Morgan,1.35,1058.43,Closed
R-00860,M-021,Plant B,2025-03-15 06:20:00,2025-03-15 11:20:00,2025-03-15 14:20:00,Preventive,High,Casey,1.7,432.0,Closed
R-00861,M-001,Plant A,2024-12-02 07:17:00,2024-12-03 19:17:00,2024-12-04 09:17:00,Corrective,Low,Taylor,6.66,2731.87,Closed
R-00862,M-046,Plant A,2025-09-14 22:54:00,2025-09-17 14:54:00,2025-09-17 17:54:00,Preventive,Low,Riley,2.18,440.5,Closed
R-00863,M-052,Plant B,2025-05-20 17:01:00,2025-05-21 11:01:00,2025-05-21 17:01:00,Preventive,Medium,Sam,0.88,662.87,Closed
R-00864,M-002,Plant A,2025-10-21 19:39:00,2025-10-22 09:39:00,2025-10-23 03:39:00,Corrective,Low,Morgan,4.41,2792.63,Closed
R-00865,M-002,Plant A,2024-03-12 16:02:00,2024-03-15 04:02:00,2024-03-15 09:02:00,Preventive,Low,Morgan,3.01,745.32,Closed
R-00866,M-004,Plant B,2025-02-06 10:11:00,2025-02-07 09:11:00,2025-02-07 11:11:00,Corrective,Medium,Sam,9.32,603.08,Closed
R-00867,M-001,Plant A,2024-05-22 03:35:00,2024-05-22 20:35:00,2024-05-23 03:35:00,Corrective,Low,Riley,9.14,2680.64,Closed
R-00868,M-001,Plant A,2025-12-05 01:47:00,2025-12-05 17:47:00,2025-12-05 21:47:00,Preventive,Low,Sam,0.95,629.67,Closed
R-00869,M-051,Plant B,2025-01-23 09:12:00,2025-01-24 17:12:00,2025-01-25 02:12:00,Corrective,Low,Jamie,13.92,2146.31,Closed
R-00870,M-029,Plant B,2025-11-15 04:10:00,2025-11-15 11:10:00,2025-11-16 05:10:00,Corrective,High,Jamie,0.0,2484.33,Closed
R-00871,M-019,Plant B,2025-12-29 02:49:00,2025-12-29 18:49:00,2025-12-29 22:49:00,Preventive,Low,Taylor,1.85,594.29,Closed
R-00872,M-025,Plant A,2024-07-11 16:38:00,2024-07-11 20:38:00,2024-07-12 07:38:00,Preventive,High,Casey,2.95,1178.88,Closed
R-00873,M-009,Plant A,2024-08-12 12:24:00,2024-08-12 22:24:00,2024-08-13 03:24:00,Preventive,Medium,Taylor,1.94,760.37,Closed
R-00874,M-042,Plant A,2024-04-14 05:01:00,2024-04-14 08:01:00,2024-04-15 02:01:00,Corrective,High,Sam,8.94,2191.98,Closed
R-00875,M-043,Plant B,2025-06-27 15:27:00,2025-06-27 20:27:00,2025-06-28 04:27:00,Preventive,High,Sam,0.68,972.0,Closed
R-00876,M-024,Plant A,2024-04-10 01:40:00,2024-04-10 14:40:00,2024-04-11 04:40:00,Corrective,Medium,Riley,7.52,2884.49,Closed
R-00877,M-034,Plant A,2025-09-14 16:50:00,2025-09-14 19:50:00,2025-09-15 00:50:00,Corrective,High,Alex,3.37,1683.18,Closed
R-00878,M-018,Plant A,2024-08-19 21:10:00,2024-08-20 08:10:00,2024-08-20 20:10:00,Corrective,Medium,Riley,4.65,1842.07,Closed
R-00879,M-051,Plant B,2024-07-27 11:51:00,2024-07-27 18:51:00,2024-07-28 11:51:00,Corrective,Medium,Morgan,1.28,3661.1,Closed
R-00880,M-045,Plant A,2024-09-01 05:48:00,2024-09-01 10:48:00,2024-09-01 18:48:00,Preventive,High,Jordan,0.36,972.24,Closed
R-00881,M-002,Plant A,2024-06-30 09:00:00,2024-06-30 14:00:00,2024-06-30 19:00:00,Corrective,High,Alex,4.8,771.31,Closed
R-00882,M-044,Plant B,2024-10-24 07:47:00,2024-10-24 08:47:00,2024-10-25 01:47:00,Corrective,High,Jordan,6.21,3179.61,Closed
R-00883,M-035,Plant B,2024-09-20 22:38:00,2024-09-21 11:38:00,2024-09-22 02:38:00,Corrective,Medium,Alex,7.21,3356.86,Closed
R-00884,M-039,Plant B,2025-05-10 03:50:00,2025-05-10 20:50:00,2025-05-10 21:50:00,Preventive,Medium,Alex,0.0,398.62,Closed
R-00885,M-023,Plant A,2025-05-24 01:03:00,2025-05-24 11:03:00,2025-05-24 12:03:00,Preventive,Medium,Riley,2.36,192.67,Closed
R-00886,M-018,Plant A,2025-10-03 23:10:00,2025-10-06 19:10:00,2025-10-07 09:10:00,Corrective,Low,Jordan,4.14,2767.9,Closed
R-00887,M-018,Plant A,2024-11-12 06:30:00,2024-11-12 23:30:00,2024-11-13 06:30:00,Preventive,Medium,Casey,3.24,887.89,Closed
R-00888,M-001,Plant A,2025-05-25 23:23:00,2025-05-26 08:23:00,2025-05-26 13:23:00,Preventive,Medium,Morgan,1.15,579.78,Closed
